index,original word,new word
3502,benih,
3503,alhamdulilah,
3504,lapar,
3505,better,
3506,aurat,
3507,nyontek,
3508,fav,
3509,sesimple,
3510,woles,
3511,adat,
3512,durasi,
3513,banking,
3514,kapasitas,
3515,tampung,
3516,gih,
3517,nganggep,
3518,clear,
3519,macan,
3520,gombal,
3521,cabe,
3522,stok,
3523,kopling,
3524,miliar,
3525,knapa,
3526,mainin,
3527,dibeliin,
3528,utus,
3529,mustahil,
3530,ceria,
3531,spade,
3532,honor,
3533,seger,
3534,asia,
3535,senonoh,
3536,hehehee,
3537,jejeritan,
3538,ena,
3539,taek,
3540,iba,
3541,yaaaa,
3542,bege,
3543,peluang,
3544,mens,
3545,kes,
3546,provokasi,
3547,ngelawan,
3548,nte,
3549,rang,
3550,papar,
3551,digodain,
3552,iklan,
3553,vv,
3554,dibantuin,
3555,perspektif,
3556,neg,
3557,sorban,
3558,bbm,
3559,ngerekam,
3560,potensi,
3561,ngehujat,
3562,kritisi,
3563,garam,
3564,check,
3565,dika,
3566,want,
3567,know,
3568,klu,
3569,pakdhe,
3570,ang,
3571,perihal,
3572,sukarno,
3573,job,
3574,bogor,
3575,part,
3576,nyumpahin,
3577,jokes,
3578,dipaksain,
3579,batik,
3580,spam,
3581,grgr,
3582,ngajakin,
3583,nk,
3584,hayuk,
3585,nyengir,
3586,ay,
3587,alem,
3588,ngadu,
3589,hapy,
3590,late,
3591,humoris,
3592,nyapa,
3593,ush,
3594,sel,
3595,ngalah,
3596,permanen,
3597,ever,
3598,helat,
3599,ngerubah,
3600,yap,
3601,hakiki,
3602,tyda,
3603,sunscreen,
3604,trima,
3605,kilat,
3606,jidat,
3607,pepatah,
3608,hadist,
3609,they,
3610,koneksi,
3611,merdu,
3612,many,
3613,keep,
3614,zon,
3615,bibit,
3616,tuding,
3617,komedi,
3618,kuatir,
3619,dorong,
3620,akademik,
3621,tobat,
3622,deret,
3623,robot,
3624,ybs,
3625,dkk,
3626,fatihah,
3627,misqueen,
3628,wkwkwkw,
3629,close,
3630,friends,
3631,raja,
3632,telunjuk,
3633,mangkanya,
3634,hantam,
3635,playlist,
3636,could,
3637,halus,
3638,pati,
3639,sgt,
3640,hnya,
3641,brsama,
3642,lampau,
3643,gudang,
3644,trend,
3645,sa,
3646,periksa,
3647,ibnu,
3648,pngn,
3649,soon,
3650,prihatin,
3651,scra,
3652,lemari,
3653,kuping,
3654,kostan,
3655,gesek,
3656,riah,
3657,way,
3658,morning,
3659,beruang,
3660,lidah,
3661,les,
3662,puskesmas,
3663,rantai,
3664,smart,
3665,wisata,
3666,infrastruktur,
3667,cetek,
3668,amarah,
3669,lembaga,
3670,natal,
3671,ge,
3672,kusam,
3673,pokokmen,
3674,pekerti,
3675,kaku,
3676,atlet,
3677,realisasi,
3678,ui,
3679,exoplanet,
3680,comingsoon,
3681,weareoneexo,
3682,putra,
3683,geprek,
3684,tarif,
3685,browsing,
3686,ngk,
3687,apah,
3688,adam,
3689,baku,
3690,suguh,
3691,tayang,
3692,nyimpen,
3693,kontribusi,
3694,tweeps,
3695,kupu,
3696,experience,
3697,kabul,
3698,suhu,
3699,otw,
3700,sr,
3701,work,
3702,haters,
3703,cap,
3704,nde,
3705,nano,
3706,sampul,
3707,rahtawu,
3708,saudi,
3709,parangtritis,
3710,skrang,
3711,pin,
3712,nelpon,
3713,lele,
3714,maapin,
3715,terap,
3716,swasta,
3717,tuntut,
3718,sumbang,
3719,keri,
3720,keok,
3721,ahy,
3722,sam,
3723,mlht,
3724,sawah,
3725,sorak,
3726,vlive,
3727,ud,
3728,sejajar,
3729,puruk,
3730,new,
3731,mkin,
3732,kati,
3733,enam,
3734,baharu,
3735,ampli,
3736,bersihin,
3737,inong,
3738,palsu,
3739,tibatiba,
3740,ihh,
3741,treak,
3742,dwi,
3743,sulistyono,
3744,ngotot,
3745,milir,
3746,militer,
3747,nemenin,
3748,off,
3749,balikpapan,
3750,maut,
3751,belgia,
3752,kekanak,
3753,kana,
3754,tumpah,
3755,helloo,
3756,teyuss,
3757,take,
3758,apel,
3759,ready,
3760,evaluasi,
3761,duta,
3762,mesjid,
3763,gblk,
3764,remang,
3765,buntu,
3766,luk,
3767,mayan,
3768,usung,
3769,antek,
3770,mimin,
3771,usahain,
3772,nyebar,
3773,ancur,
3774,cemilan,
3775,edukasi,
3776,goals,
3777,usul,
3778,editing,
3779,motret,
3780,hampa,
3781,tl,
3782,goblo,
3783,cupu,
3784,hmmmm,
3785,tepuk,
3786,gaib,
3787,eee,
3788,samaa,
3789,tugu,
3790,tebar,
3791,petinggi,
3792,sekuler,
3793,kppn,
3794,hantar,
3795,agenda,
3796,flat,
3797,meng,
3798,snm,
3799,idm,
3800,bidadari,
3801,akuu,
3802,hate,
3803,kontrol,
3804,kmn,
3805,jelasinnya,
3806,risiko,
3807,irama,
3808,rontok,
3809,popok,
3810,soft,
3811,summer,
3812,prayforlombok,
3813,tas,
3814,tkt,
3815,depresi,
3816,racun,
3817,naif,
3818,pn,
3819,hey,
3820,sertifikat,
3821,panti,
3822,murni,
3823,ajaaaa,
3824,dd,
3825,uwe,
3826,gantiin,
3827,pelamin,
3828,dicuekin,
3829,roda,
3830,quiz,
3831,wbs,
3832,daging,
3833,ituu,
3834,dibohongin,
3835,desak,
3836,login,
3837,manage,
3838,eonnie,
3839,dichat,
3840,lngsng,
3841,sunda,
3842,megang,
3843,nekat,
3844,diitung,
3845,sdah,
3846,perhatiin,
3847,detak,
3848,side,
3849,termos,
3850,cukur,
3851,pandan,
3852,earth,
3853,tbh,
3854,quda,
3855,senter,
3856,ntn,
3857,aer,
3858,hindar,
3859,barista,
3860,gancit,
3861,cash,
3862,ngabisin,
3863,patroli,
3864,imajinasi,
3865,rangkul,
3866,lemes,
3867,user,
3868,gr,
3869,caca,
3870,bcs,
3871,rin,
3872,cha,
3873,power,
3874,once,
3875,ahahaha,
3876,junior,
3877,sorang,
3878,jerit,
3879,wahyu,
3880,pipis,
3881,reguler,
3882,impression,
3883,nyaaa,
3884,sabrina,
3885,dimatiin,
3886,vocal,
3887,goeun,
3888,elektronik,
3889,ngelempar,
3890,kontak,
3891,semprot,
3892,tempurung,
3893,hegemoni,
3894,sains,
3895,pragmatis,
3896,dogma,
3897,scientism,
3898,arogansi,
3899,itb,
3900,fariz,
3901,busana,
3902,provider,
3903,nnton,
3904,resign,
3905,belai,
3906,pocong,
3907,nyangka,
3908,area,
3909,nembak,
3910,george,
3911,debet,
3912,lambung,
3913,mami,
3914,krena,
3915,blitar,
3916,didatengin,
3917,bmkg,
3918,ngibrit,
3919,pgen,
3920,wkwkwkwkwk,
3921,tur,
3922,kam,
3923,biadap,
3924,kemah,
3925,livable,
3926,nad,
3927,gag,
3928,jl,
3929,dinda,
3930,seman,
3931,ending,
3932,prasangka,
3933,recehkantwiter,
3934,beku,
3935,allahu,
3936,john,
3937,butir,
3938,low,
3939,diperjuangin,
3940,thats,
3941,trust,
3942,menara,
3943,smpt,
3944,icip,
3945,nganggepnya,
3946,notifikasi,
3947,kayun,
3948,wk,
3949,vaseline,
3950,pph,
3951,oooo,
3952,nay,
3953,naya,
3954,spesial,
3955,dadang,
3956,kiss,
3957,cute,
3958,lesbi,
3959,ombak,
3960,fp,
3961,taperwer,
3962,viva,
3963,ps,
3964,kassy,
3965,vaksin,
3966,cadar,
3967,ceplukan,
3968,hujung,
3969,liput,
3970,adipati,
3971,surtikanti,
3972,rit,
3973,nekko,
3974,jatibaru,
3975,tn,
3976,kepingin,
3977,tgg,
3978,jwb,
3979,tng,
3980,senen,
3981,ponco,
3982,judge,
3983,pidana,
3984,jepret,
3985,kpopers,
3986,bening,
3987,karno,
3988,piatu,
3989,jancok,
3990,monyet,
3991,bacain,
3992,bobok,
3993,logat,
3994,amatir,
3995,bgn,
3996,syg,
3997,months,
3998,pu,
3999,social,
4000,sekretaris,
4001,bcz,
4002,petik,
4003,ponakan,
4004,marga,
4005,makmak,
4006,olshop,
4007,mardani,
4008,ngelahirin,
4009,soalny,
4010,monsteration,
4011,gurlzz,
4012,lampias,
4013,seraya,
4014,mahkamah,
4015,dsbnya,
4016,hayo,
4017,cashback,
4018,token,
4019,iki,
4020,balut,
4021,pikirin,
4022,tri,
4023,lptop,
4024,responding,
4025,maret,
4026,sndri,
4027,ros,
4028,istigfar,
4029,literatur,
4030,mesen,
4031,wannaone,
4032,swing,
4033,legal,
4034,action,
4035,ied,
4036,wani,
4037,menganggu,
4038,konfirmasi,
4039,telur,
4040,heee,
4041,hoak,
4042,mpe,
4043,shaf,
4044,bhay,
4045,excited,
4046,tipikal,
4047,argumen,
4048,alhmdllh,
4049,lma,
4050,olh,
4051,blog,
4052,donlot,
4053,mail,
4054,mentionan,
4055,triliun,
4056,hektar,
4057,azhar,
4058,stelah,
4059,official,
4060,creator,
4061,nikita,
4062,mirzani,
4063,lonte,
4064,cukai,
4065,crowd,
4066,creators,
4067,kebaya,
4068,caption,
4069,extra,
4070,awak,
4071,ale,
4072,onoh,
4073,ibukota,
4074,lahh,
4075,diskus,
4076,apes,
4077,ketat,
4078,congratulation,
4079,pungli,
4080,ikutttt,
4081,bongak,
4082,dmna,
4083,cilacap,
4084,lahhh,
4085,publish,
4086,fahri,
4087,reformasi,
4088,mustinya,
4089,kemang,
4090,gerobak,
4091,gugah,
4092,hbd,
4093,lovely,
4094,wife,
4095,kerabat,
4096,habibie,
4097,wiranto,
4098,pangab,
4099,tragedi,
4100,basmi,
4101,kejang,
4102,kronis,
4103,prosedur,
4104,garap,
4105,hopeless,
4106,dijahatin,
4107,ttd,
4108,paraf,
4109,escape,
4110,jadiin,
4111,sarang,
4112,mek,
4113,ilc,
4114,mahfud,
4115,indie,
4116,fiersabesari,
4117,bk,
4118,pkn,
4119,jorr,
4120,ambi,
4121,situs,
4122,cont,
4123,goyah,
4124,integritas,
4125,begok,
4126,oldmoney,
4127,oblong,
4128,nissa,
4129,sabyan,
4130,benerrr,
4131,nur,
4132,anugrah,
4133,laun,
4134,pantang,
4135,karma,
4136,kill,
4137,match,
4138,nyelip,
4139,inu,
4140,tracking,
4141,english,
4142,dijagain,
4143,mualaf,
4144,syurga,
4145,operator,
4146,unggul,
4147,lebam,
4148,eehhh,
4149,ngalahin,
4150,inter,
4151,crossing,
4152,waste,
4153,jatah,
4154,reno,
4155,holly,
4156,communion,
4157,ompung,
4158,unty,
4159,bou,
4160,able,
4161,hangus,
4162,security,
4163,quote,
4164,oge,
4165,lin,
4166,market,
4167,berantas,
4168,gicuuuuu,
4169,lamban,
4170,bincang,
4171,proud,
4172,sopir,
4173,tsar,
4174,woii,
4175,basis,
4176,berterimakasih,
4177,dik,
4178,pustaka,
4179,monitor,
4180,cuti,
4181,eug,
4182,og,
4183,kutat,
4184,dian,
4185,cmiiw,
4186,matematis,
4187,lay,
4188,dimane,
4189,cb,
4190,show,
4191,lamar,
4192,rangka,
4193,mentingin,
4194,eum,
4195,dom,
4196,sandiwara,
4197,demo,
4198,onta,
4199,banter,
4200,anyer,
4201,gula,
4202,tara,
4203,eropa,
4204,dianggep,
4205,nurut,
4206,lipat,
4207,jakmania,
4208,ngembang,
4209,rapih,
4210,gembel,
4211,terenyuh,
4212,sorga,
4213,shirt,
4214,apal,
4215,rojali,
4216,file,
4217,bangke,
4218,timnas,
4219,nemuin,
4220,paragraf,
4221,diputusin,
4222,wiraswasta,
4223,duren,
4224,lsg,
4225,atiii,
4226,cintaa,
4227,luh,
4228,ngebully,
4229,prepare,
4230,khas,
4231,janjiin,
4232,suk,
4233,skandal,
4234,kost,
4235,ahoker,
4236,komite,
4237,medik,
4238,death,
4239,roti,
4240,nyruput,
4241,mentang,
4242,bekel,
4243,benteng,
4244,transj,
4245,meler,
4246,tenggorok,
4247,ngebahas,
4248,can,
4249,bitch,
4250,konsultasi,
4251,puyeng,
4252,dese,
4253,pubg,
4254,ubun,
4255,cuekin,
4256,teka,
4257,teki,
4258,cantikkk,
4259,ml,
4260,pernh,
4261,sendri,
4262,tkp,
4263,log,
4264,ajang,
4265,spontan,
4266,ladenin,
4267,kpn,
4268,cam,
4269,zayn,
4270,wqwq,
4271,komunis,
4272,armyselcaday,
4273,lohh,
4274,fansnya,
4275,polah,
4276,dimasukin,
4277,nastar,
4278,diapain,
4279,ngewe,
4280,ngeladenin,
4281,magrib,
4282,bonceng,
4283,jls,
4284,agent,
4285,ituh,
4286,hita,
4287,lae,
4288,hu,
4289,keram,
4290,ame,
4291,ntu,
4292,inspiratif,
4293,sembahyang,
4294,sptinya,
4295,ngerusak,
4296,ngutang,
4297,yahhh,
4298,mabuk,
4299,iye,
4300,nimbang,
4301,pup,
4302,jajah,
4303,sc,
4304,searching,
4305,tanabang,
4306,enek,
4307,duniawi,
4308,padang,
4309,walk,
4310,cibiru,
4311,fajar,
4312,arcana,
4313,gumira,
4314,ajidarma,
4315,lanange,
4316,tawan,
4317,tegap,
4318,ebuset,
4319,aware,
4320,konco,
4321,struk,
4322,ksel,
4323,expo,
4324,udahh,
4325,month,
4326,darmo,
4327,kfc,
4328,curcol,
4329,gaul,
4330,international,
4331,knalpot,
4332,shg,
4333,bgsd,
4334,mantep,
4335,ea,
4336,nempatin,
4337,mine,
4338,kekgitu,
4339,sna,
4340,hoh,
4341,duo,
4342,booster,
4343,cekat,
4344,keliru,
4345,pp,
4346,copyright,
4347,issue,
4348,jamban,
4349,ngebunuh,
4350,apartemen,
4351,adaa,
4352,kalender,
4353,tumblr,
4354,dimintain,
4355,ngapah,
4356,rolandgarros,
4357,precious,
4358,accomplished,
4359,panglima,
4360,kapolri,
4361,kyknya,
4362,emis,
4363,ngetes,
4364,wozniacki,
4365,daria,
4366,kasatkina,
4367,gendeng,
4368,hebattt,
4369,goodluck,
4370,keponakan,
4371,hahahahah,
4372,photoshop,
4373,resmi,
4374,um,
4375,jejak,
4376,nawarin,
4377,bajar,
4378,ditegor,
4379,pisang,
4380,ambon,
4381,sinting,
4382,skali,
4383,qobul,
4384,handal,
4385,nal,
4386,vertikal,
4387,kanpus,
4388,sdg,
4389,pemberitahuan,
4390,tegar,
4391,kebaji,
4392,baso,
4393,assistant,
4394,tahana,
4395,insinyur,
4396,ngiri,
4397,dimanfaatin,
4398,ain,
4399,rekam,
4400,dak,
4401,direksi,
4402,palu,
4403,analisis,
4404,produser,
4405,ajan,
4406,nice,
4407,ngenes,
4408,transformasi,
4409,bara,
4410,dikabarin,
4411,dijalanin,
4412,respek,
4413,titled,
4414,idris,
4415,mz,
4416,haikal,
4417,sigmun,
4418,calm,
4419,water,
4420,proposal,
4421,tumpuk,
4422,pdnya,
4423,pke,
4424,worth,
4425,maximal,
4426,aliando,
4427,malesan,
4428,ujan,
4429,wkwkkw,
4430,lebai,
4431,throwback,
4432,hiks,
4433,countdown,
4434,ipa,
4435,rkyt,
4436,ngangenin,
4437,brgkt,
4438,nci,
4439,mac,
4440,gapenting,
4441,bruh,
4442,konsekuensi,
4443,nikmatin,
4444,balance,
4445,nyut,
4446,ngulang,
4447,kunyel,
4448,seok,
4449,kgn,
4450,pede,
4451,head,
4452,gm,
4453,tanduk,
4454,each,
4455,wkakaka,
4456,ukir,
4457,ngadain,
4458,progress,
4459,coret,
4460,lemak,
4461,binar,
4462,mandala,
4463,talah,
4464,kemarau,
4465,baris,
4466,pasu,
4467,cus,
4468,halte,
4469,bru,
4470,bbrapa,
4471,guaa,
4472,mndapatkan,
4473,dalil,
4474,mnjadi,
4475,merhatiin,
4476,sweet,
4477,works,
4478,okey,
4479,kebhinekaan,
4480,ojok,
4481,kakean,
4482,bosque,
4483,sepurane,
4484,bwh,
4485,ember,
4486,mineral,
4487,zone,
4488,ahhhhhhh,
4489,oceh,
4490,nasution,
4491,insecure,
4492,deadline,
4493,eleuh,
4494,thankyou,
4495,here,
4496,jaim,
4497,sirik,
4498,bandar,
4499,ngetag,
4500,elah,
4501,najisin,
4502,ttep,
4503,pelosok,
4504,pedestrian,
4505,smkin,
4506,nominal,
4507,jungkir,
4508,gatot,
4509,lina,
4510,belagu,
4511,gokil,
4512,juned,
4513,politikus,
4514,sleep,
4515,cln,
4516,lita,
4517,saraf,
4518,ank,
4519,tiktok,
4520,kerupuk,
4521,balon,
4522,rejekinya,
4523,gnti,
4524,gawat,
4525,darurat,
4526,semak,
4527,angsur,
4528,lebur,
4529,harijaditwittersaya,
4530,ngidam,
4531,kawinin,
4532,anjlok,
4533,ektp,
4534,mangkrak,
4535,diucapin,
4536,oldmoneygangerasain,
4537,pilek,
4538,batuk,
4539,sklh,
4540,lampung,
4541,nadia,
4542,yandi,
4543,guyon,
4544,nyalahkan,
4545,explore,
4546,nganggur,
4547,ukhti,
4548,umroh,
4549,raut,
4550,pensil,
4551,klinik,
4552,tapiii,
4553,pms,
4554,tuhkan,
4555,jadul,
4556,tukeran,
4557,mutusin,
4558,yawlaaaa,
4559,wkk,
4560,kw,
4561,nyaleg,
4562,tasik,
4563,akang,
4564,cing,
4565,segani,
4566,terjun,
4567,cundang,
4568,buron,
4569,darwin,
4570,tahayul,
4571,karaoke,
4572,massal,
4573,ekonomis,
4574,ceritahariini,
4575,spoiler,
4576,style,
4577,use,
4578,yeay,
4579,tajam,
4580,ramona,
4581,reproduksi,
4582,nelfon,
4583,mumun,
4584,sandiaga,
4585,patriark,
4586,gita,
4587,sebal,
4588,jek,
4589,hias,
4590,pakistan,
4591,thdp,
4592,arena,
4593,logic,
4594,studi,
4595,kresek,
4596,boo,
4597,mantion,
4598,smga,
4599,bgttt,
4600,alus,
4601,sbtr,
4602,network,
4603,ngira,
4604,hidden,
4605,semena,
4606,mena,
4607,divisi,
4608,suteki,
4609,ck,
4610,sono,
4611,manggarai,
4612,jatinegara,
4613,subhanallah,
4614,dehh,
4615,kwik,
4616,overnight,
4617,ngelecehin,
4618,women,
4619,dijadiin,
4620,kompensasi,
4621,dadar,
4622,alhamdullilah,
4623,maung,
4624,nti,
4625,dil,
4626,sukadeh,
4627,wawas,
4628,lamtur,
4629,gebang,
4630,purworejo,
4631,bendung,
4632,present,
4633,gurl,
4634,kidding,
4635,ngalami,
4636,stocknya,
4637,saklar,
4638,night,
4639,nurani,
4640,public,
4641,figure,
4642,setrong,
4643,wtf,
4644,bullshit,
4645,ngemil,
4646,poligami,
4647,taon,
4648,aaah,
4649,gondok,
4650,dongkol,
4651,mangkel,
4652,meniqaaa,
4653,insyafmu,
4654,alim,
4655,habluminallah,
4656,ampir,
4657,blaming,
4658,bird,
4659,denyut,
4660,layang,
4661,nyawer,
4662,hrsnya,
4663,fase,
4664,klean,
4665,dikeluarin,
4666,kyai,
4667,siembok,
4668,makam,
4669,keringet,
4670,natural,
4671,ngaca,
4672,ajg,
4673,lipstik,
4674,cimit,
4675,effort,
4676,jampe,
4677,yayasan,
4678,zakat,
4679,cuit,
4680,akuuu,
4681,nangkring,
4682,canggung,
4683,kai,
4684,also,
4685,pepet,
4686,senam,
4687,iris,
4688,lemon,
4689,bel,
4690,laju,
4691,babak,
4692,kontol,
4693,kerut,
4694,mochtar,
4695,karni,
4696,website,
4697,fuck,
4698,jatuhin,
4699,pontianak,
4700,visual,
4701,mainstream,
4702,njlimet,
4703,misqin,
4704,mgkin,
4705,selipin,
4706,garuk,
4707,curang,
4708,gym,
4709,cucok,
4710,different,
4711,lyfe,
4712,quat,
4713,gregetan,
4714,karo,
4715,before,
4716,tirus,
4717,tekun,
4718,ulet,
4719,rabun,
4720,ayok,
4721,ngiler,
4722,coto,
4723,surup,
4724,spesifik,
4725,pilu,
4726,linang,
4727,alpha,
4728,only,
4729,qismin,
4730,ngangguk,
4731,pamor,
4732,papas,
4733,blng,
4734,peristiwa,
4735,bikini,
4736,niqab,
4737,hepibesdey,
4738,canteeeekk,
4739,samurai,
4740,gapake,
4741,secret,
4742,difollback,
4743,follback,
4744,grateful,
4745,gugel,
4746,walo,
4747,cerewet,
4748,kulinertradisional,
4749,kulinerbanyuwangi,
4750,bakulkuliner,
4751,warunglya,
4752,ciri,
4753,rileks,
4754,disamain,
4755,ketulungan,
4756,hani,
4757,pe,
4758,mumpuni,
4759,sihhh,
4760,ngejalaninnya,
4761,ag,
4762,trending,
4763,topic,
4764,ketuker,
4765,shit,
4766,viavallen,
4767,jorge,
4768,lorenzo,
4769,ducati,
4770,sekesel,
4771,kas,
4772,roji,
4773,insyaallah,
4774,ldr,
4775,nutup,
4776,moyang,
4777,penat,
4778,digital,
4779,hype,
4780,ooo,
4781,sumpel,
4782,kntr,
4783,wafat,
4784,kayuh,
4785,efektif,
4786,njir,
4787,pemprov,
4788,sajak,
4789,belantara,
4790,konsekwensi,
4791,while,
4792,ditemuin,
4793,andy,
4794,ngingetin,
4795,acu,
4796,ngeles,
4797,seduh,
4798,virus,
4799,kriminal,
4800,ngobrolin,
4801,ngedm,
4802,bungkam,
4803,tel,
4804,nyuci,
4805,jemur,
4806,siul,
4807,been,
4808,rosa,
4809,bangett,
4810,wqwqwq,
4811,sift,
4812,emmm,
4813,ditanyain,
4814,kga,
4815,korelasi,
4816,actually,
4817,culture,
4818,ceo,
4819,marriage,
4820,wrong,
4821,cat,
4822,calling,
4823,pmrintah,
4824,celah,
4825,masihtentangjuni,
4826,ceritakaa,
4827,kel,
4828,abad,
4829,harrassment,
4830,warning,
4831,sep,
4832,syair,
4833,cekcok,
4834,tytyd,
4835,mungil,
4836,kakap,
4837,terbege,
4838,syap,
4839,ngapus,
4840,private,
4841,jdnya,
4842,tsunami,
4843,kalyan,
4844,kelen,
4845,timses,
4846,bbrpa,
4847,lelet,
4848,kecoak,
4849,nexian,
4850,messenger,
4851,raditya,
4852,moodku,
4853,psikolog,
4854,cipali,
4855,pindang,
4856,lai,
4857,jiang,
4858,komentator,
4859,analis,
4860,balan,
4861,starbucks,
4862,roy,
4863,kapok,
4864,iccu,
4865,sedi,
4866,sinis,
4867,really,
4868,reaction,
4869,error,
4870,canggih,
4871,sepah,
4872,sepuh,
4873,another,
4874,others,
4875,begimana,
4876,fakir,
4877,gemeter,
4878,arema,
4879,piza,
4880,parklife,
4881,apan,
4882,fir,
4883,nungu,
4884,jeruk,
4885,yaw,
4886,yeh,
4887,okok,
4888,jongkok,
4889,ungulan,
4890,cem,
4891,coment,
4892,homo,
4893,heheh,
4894,zebra,
4895,kb,
4896,huh,
4897,ulum,
4898,sh,
4899,odong,
4900,adi,
4901,tepar,
4902,muah,
4903,anjink,
4904,mele,
4905,strong,
4906,tingkah,
4907,lt,
4908,ngerebut,
4909,terminal,
4910,cemberut,
4911,batam,
4912,oma,
4913,sukseskanasiangames,
4914,ngumbar,
4915,biduan,
4916,simpel,
4917,provokatif,
4918,ngarang,
4919,radit,
4920,bebek,
4921,katolik,
4922,prnh,
4923,greget,
4924,laah,
4925,soko,
4926,nntn,
4927,wey,
4928,sudh,
4929,hub,
4930,ngeliatnya,
4931,seri,
4932,blogger,
4933,ernest,
4934,rekayasa,
4935,bayanginnya,
4936,merdeka,
4937,lantun,
4938,mushola,
4939,biang,
4940,silent,
4941,iftar,
4942,bt,
4943,tambahin,
4944,donasi,
4945,ngaceng,
4946,murka,
4947,usik,
4948,patung,
4949,responnya,
4950,akomodasi,
4951,misteri,
4952,sekat,
4953,khalifah,
4954,rukun,
4955,bude,
4956,inferior,
4957,liberal,
4958,menindaklanjuti,
4959,telanjang,
4960,drop,
4961,ngakunya,
4962,tuli,
4963,pkl,
4964,pucuk,
4965,laen,
4966,abg,
4967,ngerumpi,
4968,trims,
4969,teuku,
4970,markam,
4971,bass,
4972,promo,
4973,pejal,
4974,aspek,
4975,qadar,
4976,operasional,
4977,gedeg,
4978,transportasi,
4979,cantum,
4980,kandidat,
4981,neymar,
4982,rusia,
4983,cocot,
4984,plek,
4985,nyekolahin,
4986,gedein,
4987,kliyengan,
4988,apbn,
4989,hnti,
4990,kadar,
4991,lebi,
4992,let,
4993,monggo,
4994,tangkep,
4995,colok,
4996,coffee,
4997,booming,
4998,dodol,
4999,sihir,
5000,sprt,
5001,tindih,
5002,mukjizat,
5003,taubat,
5004,tertib,
5005,tari,
5006,angguk,
5007,pesisir,
5008,paper,
5009,klarifikasi,
5010,zulkifli,
5011,jng,
5012,smkn,
5013,trimksh,
5014,tlah,
5015,mnjdi,
5016,steel,
5017,base,
5018,seducing,
5019,retak,
5020,letih,
5021,arus,
5022,tungguin,
5023,kesiap,
5024,kedai,
5025,eeaaaa,
5026,kocak,
5027,gurau,
5028,er,
5029,kartosoewiryo,
5030,hafidz,
5031,muljam,
5032,panda,
5033,soap,
5034,waah,
5035,btsnya,
5036,hot,
5037,resin,
5038,gilak,
5039,aaaaak,
5040,memori,
5041,mahasiswi,
5042,laknat,
5043,begal,
5044,ketiwi,
5045,kantong,
5046,minimarket,
5047,kaing,
5048,potensial,
5049,donor,
5050,prj,
5051,komplit,
5052,mendung,
5053,koin,
5054,evolusi,
5055,bakteri,
5056,mutu,
5057,phone,
5058,ngangkat,
5059,parungpanjang,
5060,selenggara,
5061,club,
5062,alangkah,
5063,koreksi,
5064,diskon,
5065,rentan,
5066,travelling,
5067,silaturrahmi,
5068,basic,
5069,siar,
5070,studio,
5071,fi,
5072,karantina,
5073,tap,
5074,hahhahha,
5075,overload,
5076,estimasi,
5077,dollar,
5078,sangkut,
5079,dibesokin,
5080,rombong,
5081,deklarasi,
5082,bakrie,
5083,ikm,
5084,ar,
5085,link,
5086,yt,
5087,indon,
5088,ppkn,
5089,ol,
5090,thun,
5091,medium,
5092,kucel,
5093,lcc,
5094,nb,
5095,kpu,
5096,mbavia,
5097,lelucon,
5098,daur,
5099,gunungkidul,
5100,harilingkunganhidupsedunia,
5101,nongkrongnya,
5102,cr,
5103,penjuru,
5104,logo,
5105,theelyxion,
5106,dot,
5107,sahaja,
5108,pasca,
5109,serbu,
5110,alamin,
5111,gofood,
5112,ojek,
5113,pengkol,
5114,panjenengan,
5115,plat,
5116,ot,
5117,siak,
5118,september,
5119,ami,
5120,nnti,
5121,asuh,
5122,amanat,
5123,industri,
5124,press,
5125,longgar,
5126,visit,
5127,singapore,
5128,holiday,
5129,olang,
5130,televisi,
5131,gencar,
5132,volunteer,
5133,running,
5134,msg,
5135,rektor,
5136,fangirl,
5137,happens,
5138,ekspres,
5139,apoteker,
5140,desainer,
5141,cui,
5142,wlupun,
5143,kanda,
5144,ngobrolnya,
5145,kredibel,
5146,briefing,
5147,mengonggong,
5148,akreditasi,
5149,tunang,
5150,raji,
5151,cawapres,
5152,ngeh,
5153,kliatan,
5154,nuduh,
5155,solehah,
5156,komisi,
5157,breakfast,
5158,gading,
5159,pizzahut,
5160,juanda,
5161,tuesday,
5162,kudus,
5163,bnget,
5164,pekanbaru,
5165,riau,
5166,maav,
5167,kamuu,
5168,mepet,
5169,lasut,
5170,nyebarin,
5171,location,
5172,beach,
5173,shift,
5174,bik,
5175,basah,
5176,kecap,
5177,telor,
5178,bangets,
5179,telusur,
5180,sentimen,
5181,lip,
5182,ckckckck,
5183,jember,
5184,yutuber,
5185,jelekin,
5186,jadibisa,
5187,rameinbola,
5188,nyaa,
5189,season,
5190,malan,
5191,untum,
5192,hellomellopoppunk,
5193,anang,
5194,recording,
5195,ex,
5196,reuni,
5197,sokonandi,
5198,returnofthelittleprince,
5199,jambon,
5200,opsi,
5201,sungkawa,
5202,venue,
5203,banggain,
5204,lena,
5205,tabah,
5206,nimbrung,
5207,banyuwangi,
5208,lada,
5209,sungai,
5210,ro,
5211,sembab,
5212,pandu,
5213,manut,
5214,environment,
5215,halalbihalal,
5216,gol,
5217,rel,
5218,gumpal,
5219,nadi,
5220,degup,
5221,abon,
5222,dibekelin,
5223,coach,
5224,thaicaverescue,
5225,tinjau,
5226,nyeberang,
5227,bacok,
5228,polemik,
5229,ani,
5230,fikom,
5231,unisba,
